code_type,code,display_string,system_value,description,ig_version,provenance
telecom_use,home,,,,1.4.2,TechBD
telecom_use,work,,,,1.4.2,TechBD
telecom_use,temp,,,,1.4.2,TechBD
telecom_use,old,,,,1.4.2,TechBD
telecom_use,mobile,,,,1.4.2,TechBD
